O*NET-SOC Code,Skill,Importance,Title
35-3023.00,Judgment and Decision Making,2.62,Fast Food and Counter Workers
47-5013.00,Equipment Selection,2.62,"Service Unit Operators, Oil and Gas"
35-2014.00,Management of Personnel Resources,2.62,"Cooks, Restaurant"
51-9198.00,Quality Control Analysis,2.62,Helpers--Production Workers
17-2131.00,Management of Material Resources,2.62,Materials Engineers
49-9095.00,Installation,2.62,Manufactured Building and Mobile Home Installers
19-4031.00,Negotiation,2.62,Chemical Technicians
19-4031.00,Persuasion,2.62,Chemical Technicians
33-2022.00,Operations Monitoring,2.62,Forest Fire Inspectors and Prevention Specialists
49-9041.00,Management of Personnel Resources,2.62,Industrial Machinery Mechanics
49-9031.00,Systems Analysis,2.62,Home Appliance Repairers
47-2044.00,Operation and Control,2.62,Tile and Stone Setters
43-9061.00,Persuasion,2.62,"Office Clerks, General"
43-9031.00,Programming,2.62,Desktop Publishers
43-9031.00,Systems Evaluation,2.62,Desktop Publishers
53-1043.00,Management of Material Resources,2.62,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
17-2031.00,Management of Material Resources,2.62,Bioengineers and Biomedical Engineers
47-2051.00,Mathematics,2.62,Cement Masons and Concrete Finishers
35-2021.00,Reading Comprehension,2.62,Food Preparation Workers
19-4021.00,Operation and Control,2.62,Biological Technicians
29-2034.00,Troubleshooting,2.62,Radiologic Technologists and Technicians
49-9095.00,Writing,2.62,Manufactured Building and Mobile Home Installers
51-9071.06,Coordination,2.62,Gem and Diamond Workers
53-1042.01,Negotiation,2.62,Recycling Coordinators
19-4021.00,Troubleshooting,2.62,Biological Technicians
29-2011.00,Equipment Maintenance,2.62,Medical and Clinical Laboratory Technologists
47-2061.00,Monitoring,2.62,Construction Laborers
33-2021.00,Operations Monitoring,2.62,Fire Inspectors and Investigators
53-4013.00,Social Perceptiveness,2.62,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
31-2021.00,Management of Personnel Resources,2.62,Physical Therapist Assistants
17-2031.00,Repairing,2.62,Bioengineers and Biomedical Engineers
43-9061.00,Negotiation,2.62,"Office Clerks, General"
19-3091.00,Science,2.62,Anthropologists and Archeologists
47-2061.00,Social Perceptiveness,2.62,Construction Laborers
47-2061.00,Equipment Selection,2.62,Construction Laborers
43-9041.00,Active Learning,2.62,Insurance Claims and Policy Processing Clerks
27-4031.00,Equipment Selection,2.62,"Camera Operators, Television, Video, and Film"
33-1021.00,Operation and Control,2.62,First-Line Supervisors of Firefighting and Prevention Workers
51-9071.06,Writing,2.62,Gem and Diamond Workers
47-2071.00,Active Learning,2.62,"Paving, Surfacing, and Tamping Equipment Operators"
33-2021.00,Management of Personnel Resources,2.62,Fire Inspectors and Investigators
29-2034.00,Complex Problem Solving,2.62,Radiologic Technologists and Technicians
17-2041.00,Management of Material Resources,2.62,Chemical Engineers
43-9061.00,Complex Problem Solving,2.62,"Office Clerks, General"
19-3051.00,Science,2.62,Urban and Regional Planners
35-2015.00,Judgment and Decision Making,2.62,"Cooks, Short Order"
47-5051.00,Judgment and Decision Making,2.62,"Rock Splitters, Quarry"
21-1021.00,Operations Analysis,2.62,"Child, Family, and School Social Workers"
21-1023.00,Science,2.62,Mental Health and Substance Abuse Social Workers
53-7063.00,Operation and Control,2.62,Machine Feeders and Offbearers
49-9095.00,Mathematics,2.62,Manufactured Building and Mobile Home Installers
49-9091.00,Writing,2.62,"Coin, Vending, and Amusement Machine Servicers and Repairers"
13-1041.07,Operations Analysis,2.62,Regulatory Affairs Specialists
51-9198.00,Operation and Control,2.62,Helpers--Production Workers
29-1161.00,Mathematics,2.62,Nurse Midwives
49-9094.00,Equipment Selection,2.62,Locksmiths and Safe Repairers
47-5051.00,Speaking,2.62,"Rock Splitters, Quarry"
29-1161.00,Management of Personnel Resources,2.62,Nurse Midwives
49-9094.00,Writing,2.62,Locksmiths and Safe Repairers
17-2141.00,Management of Personnel Resources,2.62,Mechanical Engineers
17-2199.07,Repairing,2.62,Photonics Engineers
35-3023.01,Active Learning,2.62,Baristas
47-2043.00,Active Learning,2.62,Floor Sanders and Finishers
11-9051.00,Quality Control Analysis,2.62,Food Service Managers
27-3042.00,Negotiation,2.62,Technical Writers
27-3031.00,Management of Personnel Resources,2.62,Public Relations Specialists
33-2011.00,Negotiation,2.62,Firefighters
35-3023.01,Writing,2.62,Baristas
47-2053.00,Critical Thinking,2.62,Terrazzo Workers and Finishers
17-2199.07,Management of Personnel Resources,2.62,Photonics Engineers
49-9095.00,Management of Material Resources,2.62,Manufactured Building and Mobile Home Installers
53-4013.00,Service Orientation,2.62,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
11-9199.08,Operations Monitoring,2.62,Loss Prevention Managers
27-1021.00,Science,2.62,Commercial and Industrial Designers
51-9198.00,Coordination,2.62,Helpers--Production Workers
49-9041.00,Learning Strategies,2.62,Industrial Machinery Mechanics
47-2053.00,Complex Problem Solving,2.62,Terrazzo Workers and Finishers
47-2043.00,Reading Comprehension,2.62,Floor Sanders and Finishers
17-2051.02,Quality Control Analysis,2.62,Water/Wastewater Engineers
47-2161.00,Management of Personnel Resources,2.62,Plasterers and Stucco Masons
47-2053.00,Social Perceptiveness,2.62,Terrazzo Workers and Finishers
49-9096.00,Active Learning,2.62,Riggers
33-2011.00,Troubleshooting,2.62,Firefighters
11-9179.02,Operations Monitoring,2.62,Spa Managers
11-9199.02,Management of Personnel Resources,2.62,Compliance Managers
29-2032.00,Equipment Maintenance,2.62,Diagnostic Medical Sonographers
11-9071.00,Management of Material Resources,2.62,Gambling Managers
43-9041.00,Systems Analysis,2.62,Insurance Claims and Policy Processing Clerks
43-9041.00,Systems Evaluation,2.62,Insurance Claims and Policy Processing Clerks
49-9081.00,Management of Personnel Resources,2.62,Wind Turbine Service Technicians
49-9095.00,Systems Evaluation,2.62,Manufactured Building and Mobile Home Installers
47-2071.00,Complex Problem Solving,2.62,"Paving, Surfacing, and Tamping Equipment Operators"
21-1022.00,Science,2.62,Healthcare Social Workers
17-2199.07,Persuasion,2.62,Photonics Engineers
53-7062.00,Monitoring,2.62,"Laborers and Freight, Stock, and Material Movers, Hand"
31-2021.00,Quality Control Analysis,2.62,Physical Therapist Assistants
27-3041.00,Service Orientation,2.62,Editors
49-9043.00,Social Perceptiveness,2.62,"Maintenance Workers, Machinery"
53-2012.00,Quality Control Analysis,2.62,Commercial Pilots
53-2011.00,Negotiation,2.62,"Airline Pilots, Copilots, and Flight Engineers"
31-2022.00,Judgment and Decision Making,2.62,Physical Therapist Aides
17-3023.00,Management of Personnel Resources,2.59,Electrical and Electronic Engineering Technologists and Technicians
17-3026.01,Service Orientation,2.56,Nanotechnology Engineering Technologists and Technicians
17-3011.00,Service Orientation,2.56,Architectural and Civil Drafters
17-3026.01,Repairing,2.56,Nanotechnology Engineering Technologists and Technicians
13-2011.00,Management of Financial Resources,2.56,Accountants and Auditors
17-3026.01,Management of Personnel Resources,2.56,Nanotechnology Engineering Technologists and Technicians
17-3026.01,Equipment Selection,2.56,Nanotechnology Engineering Technologists and Technicians
13-2011.00,Operations Analysis,2.56,Accountants and Auditors
17-3011.00,Quality Control Analysis,2.56,Architectural and Civil Drafters
45-3031.00,Coordination,2.56,Fishing and Hunting Workers
51-9071.00,Mathematics,2.56,Jewelers and Precious Stone and Metal Workers
19-4043.00,Systems Evaluation,2.56,"Geological Technicians, Except Hydrologic Technicians"
15-1251.00,Instructing,2.5,Computer Programmers
47-4021.00,Science,2.5,Elevator and Escalator Installers and Repairers
43-3041.00,Persuasion,2.5,Gambling Cage Workers
43-3041.00,Negotiation,2.5,Gambling Cage Workers
13-2041.00,Operations Analysis,2.5,Credit Analysts
51-4041.00,Systems Evaluation,2.5,Machinists
49-9051.00,Instructing,2.5,Electrical Power-Line Installers and Repairers
11-3051.02,Equipment Maintenance,2.5,Geothermal Production Managers
11-3051.04,Science,2.5,Biomass Power Plant Managers
27-2023.00,Mathematics,2.5,"Umpires, Referees, and Other Sports Officials"
47-2053.00,Equipment Selection,2.5,Terrazzo Workers and Finishers
17-3029.08,Learning Strategies,2.5,Photonics Technicians
51-5112.00,Equipment Selection,2.5,Printing Press Operators
39-5093.00,Judgment and Decision Making,2.5,Shampooers
41-3041.00,Learning Strategies,2.5,Travel Agents
39-5091.00,Learning Strategies,2.5,"Makeup Artists, Theatrical and Performance"
53-7011.00,Management of Personnel Resources,2.5,Conveyor Operators and Tenders
39-5093.00,Time Management,2.5,Shampooers
19-2032.00,Operations Monitoring,2.5,Materials Scientists
13-2052.00,Operations Analysis,2.5,Personal Financial Advisors
17-3012.00,Management of Personnel Resources,2.5,Electrical and Electronics Drafters
49-9012.00,Learning Strategies,2.5,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-9051.00,Writing,2.5,Electrical Power-Line Installers and Repairers
53-6051.00,Systems Analysis,2.5,Transportation Inspectors
39-5091.00,Negotiation,2.5,"Makeup Artists, Theatrical and Performance"
51-9194.00,Coordination,2.5,Etchers and Engravers
33-1012.00,Operations Monitoring,2.5,First-Line Supervisors of Police and Detectives
51-4041.00,Systems Analysis,2.5,Machinists
47-5011.00,Systems Evaluation,2.5,"Derrick Operators, Oil and Gas"
17-2141.00,Management of Financial Resources,2.5,Mechanical Engineers
15-1244.00,Negotiation,2.5,Network and Computer Systems Administrators
27-2022.00,Management of Material Resources,2.5,Coaches and Scouts
47-2071.00,Equipment Selection,2.5,"Paving, Surfacing, and Tamping Equipment Operators"
43-3061.00,Instructing,2.5,Procurement Clerks
15-1243.01,Operations Monitoring,2.5,Data Warehousing Specialists
13-1021.00,Instructing,2.5,"Buyers and Purchasing Agents, Farm Products"
51-7041.00,Social Perceptiveness,2.5,"Sawing Machine Setters, Operators, and Tenders, Wood"
17-2141.00,Management of Material Resources,2.5,Mechanical Engineers
25-1121.00,Negotiation,2.5,"Art, Drama, and Music Teachers, Postsecondary"
51-9195.00,Learning Strategies,2.5,"Molders, Shapers, and Casters, Except Metal and Plastic"
19-3099.01,Science,2.5,Transportation Planners
53-7121.00,Instructing,2.5,"Tank Car, Truck, and Ship Loaders"
51-9195.00,Writing,2.5,"Molders, Shapers, and Casters, Except Metal and Plastic"
53-7062.00,Time Management,2.5,"Laborers and Freight, Stock, and Material Movers, Hand"
39-5092.00,Critical Thinking,2.5,Manicurists and Pedicurists
11-3021.00,Troubleshooting,2.5,Computer and Information Systems Managers
47-4021.00,Negotiation,2.5,Elevator and Escalator Installers and Repairers
51-6041.00,Quality Control Analysis,2.5,Shoe and Leather Workers and Repairers
39-5093.00,Critical Thinking,2.5,Shampooers
39-5092.00,Negotiation,2.5,Manicurists and Pedicurists
19-4061.00,Quality Control Analysis,2.5,Social Science Research Assistants
33-3051.00,Systems Analysis,2.5,Police and Sheriff's Patrol Officers
41-2022.00,Mathematics,2.5,Parts Salespersons
39-5091.00,Systems Analysis,2.5,"Makeup Artists, Theatrical and Performance"
13-1021.00,Learning Strategies,2.5,"Buyers and Purchasing Agents, Farm Products"
51-7042.00,Active Learning,2.5,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
53-7041.00,Learning Strategies,2.5,Hoist and Winch Operators
53-1042.01,Mathematics,2.5,Recycling Coordinators
51-4051.00,Mathematics,2.5,Metal-Refining Furnace Operators and Tenders
53-6051.00,Negotiation,2.5,Transportation Inspectors
47-1011.00,Operations Analysis,2.5,First-Line Supervisors of Construction Trades and Extraction Workers
19-4061.00,Persuasion,2.5,Social Science Research Assistants
25-1062.00,Science,2.5,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
39-5093.00,Reading Comprehension,2.5,Shampooers
53-7021.00,Social Perceptiveness,2.5,Crane and Tower Operators
49-9031.00,Management of Personnel Resources,2.5,Home Appliance Repairers
51-4041.00,Installation,2.5,Machinists
29-1291.00,Science,2.5,Acupuncturists
29-2099.01,Science,2.5,Neurodiagnostic Technologists
47-4011.01,Management of Personnel Resources,2.5,Energy Auditors
29-2099.01,Repairing,2.5,Neurodiagnostic Technologists
19-2041.00,Operations Monitoring,2.5,"Environmental Scientists and Specialists, Including Health"
39-5012.00,Management of Personnel Resources,2.5,"Hairdressers, Hairstylists, and Cosmetologists"
25-3021.00,Management of Personnel Resources,2.5,Self-Enrichment Teachers
43-4031.00,Learning Strategies,2.5,"Court, Municipal, and License Clerks"
19-2031.00,Operations Analysis,2.5,Chemists
17-3022.00,Persuasion,2.5,Civil Engineering Technologists and Technicians
19-3094.00,Operations Analysis,2.5,Political Scientists
45-4021.00,Time Management,2.5,Fallers
31-9095.00,Learning Strategies,2.5,Pharmacy Aides
39-4021.00,Time Management,2.5,Funeral Attendants
49-2092.00,Instructing,2.5,"Electric Motor, Power Tool, and Related Repairers"
51-8013.00,Systems Analysis,2.5,Power Plant Operators
43-4021.00,Management of Personnel Resources,2.5,Correspondence Clerks
45-4022.00,Reading Comprehension,2.5,Logging Equipment Operators
51-8013.00,Equipment Selection,2.5,Power Plant Operators
47-5022.00,Instructing,2.5,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
25-1125.00,Operations Analysis,2.5,"History Teachers, Postsecondary"
51-8013.00,Service Orientation,2.5,Power Plant Operators
51-8013.00,Instructing,2.5,Power Plant Operators
51-6021.00,Time Management,2.5,"Pressers, Textile, Garment, and Related Materials"
25-1053.00,Operations Analysis,2.5,"Environmental Science Teachers, Postsecondary"
27-3042.00,Learning Strategies,2.5,Technical Writers
51-5113.00,Management of Personnel Resources,2.5,Print Binding and Finishing Workers
15-1253.00,Service Orientation,2.5,Software Quality Assurance Analysts and Testers
51-4035.00,Writing,2.5,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
33-9021.00,Learning Strategies,2.5,Private Detectives and Investigators
47-2131.00,Negotiation,2.5,"Insulation Workers, Floor, Ceiling, and Wall"
51-5113.00,Systems Analysis,2.5,Print Binding and Finishing Workers
47-5022.00,Service Orientation,2.5,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
19-4013.00,Systems Evaluation,2.5,Food Science Technicians
29-1141.01,Operations Analysis,2.5,Acute Care Nurses
53-3031.00,Operations Monitoring,2.5,Driver/Sales Workers
53-3032.00,Active Learning,2.5,Heavy and Tractor-Trailer Truck Drivers
47-2061.00,Time Management,2.5,Construction Laborers
15-1254.00,Technology Design,2.5,Web Developers
51-9162.00,Management of Personnel Resources,2.5,Computer Numerically Controlled Tool Programmers
33-1012.00,Management of Financial Resources,2.5,First-Line Supervisors of Police and Detectives
53-7031.00,Active Learning,2.5,Dredge Operators
25-3041.00,Systems Analysis,2.5,Tutors
49-2011.00,Management of Personnel Resources,2.5,"Computer, Automated Teller, and Office Machine Repairers"
17-3027.01,Service Orientation,2.5,Automotive Engineering Technicians
33-9031.00,Persuasion,2.5,Gambling Surveillance Officers and Gambling Investigators
51-6021.00,Operations Monitoring,2.5,"Pressers, Textile, Garment, and Related Materials"
33-1021.00,Mathematics,2.5,First-Line Supervisors of Firefighting and Prevention Workers
51-9191.00,Mathematics,2.5,Adhesive Bonding Machine Operators and Tenders
33-9031.00,Learning Strategies,2.5,Gambling Surveillance Officers and Gambling Investigators
13-1031.00,Learning Strategies,2.5,"Claims Adjusters, Examiners, and Investigators"
49-3041.00,Service Orientation,2.5,Farm Equipment Mechanics and Service Technicians
27-3042.00,Operations Analysis,2.5,Technical Writers
45-4021.00,Coordination,2.5,Fallers
13-1031.00,Instructing,2.5,"Claims Adjusters, Examiners, and Investigators"
47-2061.00,Equipment Maintenance,2.5,Construction Laborers
43-4031.00,Systems Analysis,2.5,"Court, Municipal, and License Clerks"
27-3042.00,Instructing,2.5,Technical Writers
53-7031.00,Reading Comprehension,2.5,Dredge Operators
27-4011.00,Negotiation,2.5,Audio and Video Technicians
31-9095.00,Mathematics,2.5,Pharmacy Aides
